No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
42,ARE,Alexandria Real Estate Equities Inc.,Real Estate,REIT - Office,USA,19830.06,139.83,113.36,-1.44%,1659529,31.65,,6.59,1.07,35.04,12.4,483.92%,13.59%,-31.25%,-5.92%,16.91%,4.57%,0.38%,0.75%,0.45%,,,0.72,0.72,33.19%,23.55%,4.65%,7/22/2024 4:30:00 PM,174.93,172.89,1.16%,-0.67%,97.17%,-1.07%,2.31%,4.83,827.94,-4.68%,-3.19%,-4.07%,-7.44%,-7.11%,-10.58%,2.69%,2.46%,1.77,2.0,1.17,3.14,-6.28%,-4.34%,-3.88%,-16.31%,24.94%,37.91,-0.37%,-1.08%
43,ATO,Atmos Energy Corp.,Utilities,Utilities - Regulated Gas,USA,19612.89,19.49,129.99,-0.07%,678777,18.4,2.63,4.84,1.69,74.36,,10.79%,4.54%,2.36%,7.40%,7.24%,2.48%,4.41%,9.16%,5.22%,1.36,1.22,0.65,0.65,40.78%,31.40%,24.63%,8/7/2024 4:30:00 PM,150.88,150.34,0.35%,-2.83%,94.61%,1.69%,3.05%,4.4,1041.84,3.04%,12.88%,9.19%,12.26%,7.01%,12.16%,1.98%,1.68%,2.36,0.65,0.67,2.13,5.96%,9.74%,12.57%,-0.22%,28.70%,76.59,-1.57%,1.53%
44,AVB,Avalonbay Communities Inc.,Real Estate,REIT - Residential,USA,29862.74,35.56,210.02,-1.41%,1051279,38.86,,10.45,2.55,39.02,21.63,-22.80%,6.71%,-1.47%,-11.27%,4.51%,3.24%,4.02%,8.33%,4.40%,,,0.71,0.71,35.20%,31.38%,29.42%,7/31/2024 4:30:00 PM,142.03,141.64,0.38%,-1.23%,94.44%,-0.48%,1.18%,2.79,599.64,1.71%,4.51%,9.13%,17.89%,12.84%,12.18%,2.75%,2.08%,2.3,1.75,0.97,4.67,2.03%,4.02%,13.09%,-1.81%,30.89%,57.67,-1.98%,0.58%
45,AVGO,Broadcom Inc,Technology,Semiconductors,USA,669464.88,61.87,143.82,-2.18%,33705596,19.29,3.48,15.71,9.56,68.25,36.26,40.12%,25.91%,2.37%,17.80%,11.57%,1.46%,8.28%,22.23%,7.26%,1.25,1.16,1.02,1.06,59.95%,34.02%,24.10%,6/12/2024 4:30:00 PM,4654.88,4560.73,2.02%,-0.05%,77.42%,,1.11%,1.4,36412.17,-5.15%,-16.83%,16.12%,19.85%,61.18%,28.84%,6.13%,4.45%,1.52,0.93,1.2,8.11,-10.85%,-7.86%,14.01%,-22.33%,80.89%,41.01,1.34%,-3.47%
46,AVY,Avery Dennison Corp.,Consumer Cyclical,Packaging & Containers,USA,16939.8,27.02,210.38,-1.71%,530345,19.83,3.46,1.97,7.41,69.14,23.98,19.57%,12.31%,3.29%,7.82%,3.60%,1.62%,7.61%,29.31%,14.55%,0.9,0.6,0.89,1.41,28.81%,12.45%,7.34%,7/23/2024 8:30:00 AM,80.5,79.23,1.60%,-6.86%,93.03%,-4.66%,1.86%,3.22,458.3,-1.57%,-2.97%,-4.16%,5.47%,13.63%,4.07%,2.07%,2.21%,2.21,1.16,0.89,5.04,-3.28%,-5.27%,1.22%,-9.89%,27.34%,39.66,-1.01%,-0.71%
47,AWK,American Water Works Co. Inc.,Utilities,Utilities - Regulated Water,USA,28712.62,30.06,147.35,1.97%,1210536,26.0,4.01,6.59,2.83,165.02,,7.30%,7.80%,9.20%,7.50%,4.35%,2.04%,3.15%,9.63%,4.20%,0.64,0.58,1.24,1.3,42.88%,35.58%,21.93%,7/31/2024 4:30:00 PM,194.73,194.49,0.19%,-0.23%,91.41%,0.86%,2.00%,3.66,1059.8,3.98%,15.15%,16.99%,17.65%,1.15%,11.64%,1.93%,1.98%,2.64,1.14,0.69,2.82,6.12%,10.62%,16.11%,0.88%,30.01%,70.59,0.18%,1.79%
48,AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,USA,22064.41,85.41,292.36,-2.43%,929160,51.26,4.69,13.13,12.14,20.7,135.92,9.13%,26.23%,35.57%,18.20%,30.13%,,7.92%,16.29%,10.37%,2.91,2.55,0.39,0.39,60.16%,9.19%,15.60%,8/6/2024 4:30:00 PM,75.3,71.45,5.32%,-2.26%,80.08%,2.57%,3.34%,4.62,516.5,-5.87%,-1.42%,-7.70%,15.69%,64.23%,13.17%,2.62%,2.75%,1.33,1.8,0.93,8.5,-4.47%,-1.03%,6.51%,-11.37%,66.72%,40.56,-0.59%,-1.85%
49,AXP,American Express Co.,Financial,Credit Services,USA,165130.17,17.33,232.28,-6.59%,6902360,15.6,1.13,2.32,5.6,3.12,7.09,20.66%,10.05%,7.25%,15.35%,10.54%,1.19%,3.78%,34.71%,11.97%,,,1.74,1.8,61.77%,20.11%,13.64%,7/19/2024 8:30:00 AM,723.0,710.02,0.13%,-33.85%,87.75%,-0.50%,1.18%,3.07,2725.96,-5.53%,-1.46%,-0.09%,14.30%,39.30%,23.99%,2.92%,2.16%,2.21,2.53,1.21,6.12,-4.81%,-2.13%,12.01%,-9.35%,64.84%,39.91,-5.00%,-1.68%
50,AZO,Autozone Inc.,Consumer Cyclical,Specialty Retail,USA,54274.6,21.98,3177.67,0.93%,140208,19.43,1.89,3.02,,161.53,28.42,14.80%,7.64%,22.10%,11.65%,9.30%,,16.05%,,39.65%,0.79,0.12,,,53.18%,20.66%,14.60%,5/21/2024 8:30:00 AM,17.86,17.02,0.34%,-36.30%,99.72%,-3.20%,2.11%,2.57,139.95,2.83%,11.70%,7.28%,13.56%,30.56%,22.90%,1.89%,1.92%,1.61,1.0,0.71,59.59,7.14%,9.76%,12.55%,-2.42%,33.78%,72.27,1.01%,-0.08%
51,BA,Boeing Co.,Industrials,Aerospace & Defense,USA,104718.09,,169.95,-4.69%,11736036,40.22,,1.42,,8.3,,41.02%,223.30%,,,-3.50%,,-2.48%,,-9.78%,1.18,0.3,,,9.51%,-2.40%,-4.68%,7/31/2024 8:30:00 AM,616.17,615.04,0.18%,0.00%,64.34%,1.05%,2.19%,2.17,6219.67,-9.06%,-7.79%,-4.98%,-19.00%,-26.55%,-34.80%,4.72%,3.45%,2.0,1.89,1.59,6.74,-7.43%,-6.70%,-14.11%,-36.48%,6.42%,37.73,-3.01%,-1.73%
52,BAC,Bank Of America Corp.,Financial,Banks - Diversified,USA,291605.03,13.21,37.58,-4.86%,76714819,10.2,1.38,1.54,1.09,,9.77,5.60%,13.27%,3.37%,9.60%,12.08%,2.65%,0.77%,8.49%,3.91%,1.02,,0.99,2.41,,14.19%,12.07%,7/16/2024 8:30:00 AM,7895.46,7746.2,0.17%,-87.27%,73.26%,0.34%,0.93%,1.96,36730.04,-9.82%,-8.12%,1.90%,12.01%,20.49%,11.61%,3.02%,2.27%,2.12,2.09,1.34,1.01,-10.09%,-7.19%,6.83%,-15.44%,50.56%,27.89,-1.11%,-3.80%
53,BALL,Ball Corp.,Consumer Cyclical,Packaging & Containers,USA,20100.21,,64.76,0.34%,2380943,18.41,,1.57,2.87,14.91,,6.92%,13.45%,11.57%,11.40%,4.16%,1.25%,3.03%,11.03%,-3.90%,1.18,0.88,0.84,0.89,15.16%,9.96%,-3.87%,8/1/2024 8:30:00 AM,315.69,308.54,0.59%,-0.06%,88.58%,-6.03%,2.10%,3.28,1976.32,2.39%,7.88%,-4.75%,9.01%,13.45%,12.59%,2.93%,2.11%,2.28,1.2,0.87,1.52,5.03%,1.20%,6.85%,-9.20%,51.27%,63.96,1.05%,-0.70%
54,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,17972.89,,35.27,-2.05%,6024924,11.16,,1.21,2.2,5.94,25.17,12.10%,8.47%,,4.07%,6.04%,3.40%,-0.14%,-0.54%,-1.18%,1.48,1.01,1.41,1.73,36.91%,9.76%,-1.56%,8/6/2024 8:30:00 AM,507.63,507.34,0.44%,-2.80%,94.02%,0.70%,1.74%,1.79,4954.86,-0.68%,6.36%,-4.44%,-10.00%,-19.68%,-8.77%,2.45%,2.67%,2.67,1.22,0.58,0.83,0.20%,2.95%,-5.68%,-21.36%,13.74%,51.67,-1.92%,-0.14%
55,BBWI,Bath & Body Works Inc,Consumer Cyclical,Specialty Retail,USA,7411.24,8.53,33.2,-5.49%,4421122,8.87,1.7,1.0,,8.67,10.08,0.70%,13.71%,,5.02%,-5.99%,2.48%,16.70%,,24.59%,1.57,0.9,,,43.76%,17.41%,11.92%,6/4/2024 8:30:00 AM,225.0,220.85,1.07%,-2.64%,98.25%,-4.20%,4.19%,2.93,3158.95,-2.84%,-11.94%,-24.25%,-23.70%,-10.25%,-23.08%,4.39%,3.80%,2.05,1.4,1.8,1.56,-9.52%,-19.78%,-19.90%,-37.34%,21.61%,33.5,-2.35%,-3.22%
56,BBY,Best Buy Co. Inc.,Consumer Cyclical,Specialty Retail,USA,17765.88,14.42,82.36,-3.86%,2875309,12.24,,0.41,5.77,10.38,14.63,-4.35%,10.42%,1.77%,-1.10%,0.58%,4.57%,8.44%,42.31%,19.31%,1.01,0.33,1.09,1.29,22.11%,4.09%,2.90%,5/30/2024 8:30:00 AM,215.4,198.5,7.98%,-26.32%,86.77%,-3.43%,7.20%,4.17,3425.74,-5.71%,0.04%,13.69%,9.46%,1.38%,5.21%,2.95%,2.53%,2.43,0.84,1.47,2.33,-5.02%,-3.06%,7.19%,-12.12%,32.20%,37.53,-1.95%,-1.95%
57,BDX,Becton Dickinson & Co.,Healthcare,Medical Instruments & Supplies,USA,69902.85,49.76,241.87,2.48%,1803024,16.94,5.75,3.53,2.7,13.1,21.7,7.15%,9.10%,52.43%,8.65%,4.18%,1.55%,2.69%,5.63%,3.21%,1.85,1.36,0.7,0.75,42.06%,12.43%,7.13%,8/1/2024 8:30:00 AM,290.39,288.62,0.14%,-2.15%,89.14%,-1.90%,0.75%,1.38,1561.18,1.93%,5.69%,0.63%,-0.20%,-12.44%,-0.80%,2.92%,2.40%,1.61,1.15,0.43,5.79,4.36%,3.90%,1.44%,-14.98%,10.57%,60.09,2.05%,0.42%
58,BEN,"Franklin Resources, Inc.",Financial,Asset Management,USA,11443.24,13.48,21.88,-1.62%,4108164,8.17,2.47,1.39,0.89,2.78,11.09,-7.88%,11.86%,4.38%,5.45%,6.86%,5.64%,2.55%,6.52%,3.06%,,,1.06,1.06,72.91%,14.72%,9.82%,7/26/2024 8:30:00 AM,495.94,282.63,45.96%,0.12%,44.93%,1.18%,6.72%,5.14,3695.95,-5.20%,-2.50%,-4.75%,-19.11%,-22.82%,-26.55%,2.95%,2.59%,3.79,1.11,1.42,0.61,-4.87%,-4.44%,-13.43%,-27.84%,1.46%,37.9,-0.18%,-1.44%
59,BF-B,Brown-Forman Corp.,Consumer Defensive,Beverages - Wineries & Distilleries,USA,21463.49,21.16,45.41,1.43%,2244358,23.31,,5.15,6.1,47.07,51.23,-14.90%,6.97%,4.38%,-1.20%,4.81%,1.98%,12.85%,30.18%,17.18%,2.59,0.95,0.7,0.9,60.35%,27.82%,24.58%,6/5/2024 8:30:00 AM,303.49,288.69,38.92%,0.00%,36.01%,0.34%,5.65%,7.14,2284.22,-0.79%,8.51%,-4.38%,-20.38%,-35.67%,-20.47%,2.60%,2.52%,2.83,0.98,0.75,1.14,3.56%,3.26%,-12.74%,-36.28%,9.63%,58.05,0.71%,0.71%
60,BG,Bunge Global SA,Consumer Defensive,Farm Products,USA,13935.29,11.15,98.42,-4.51%,1931784,10.21,,0.25,1.39,10.19,10.92,-30.74%,1.87%,55.34%,-7.20%,7.13%,2.60%,5.20%,12.66%,8.89%,2.03,0.96,0.47,0.59,7.05%,3.50%,2.33%,7/31/2024 8:30:00 AM,145.32,140.2,0.98%,-1.42%,91.14%,-1.34%,3.04%,3.35,1270.6,-13.90%,-10.03%,-2.90%,8.87%,-12.82%,-2.51%,3.55%,2.43%,1.91,1.52,0.65,3.23,-11.30%,-8.64%,-3.64%,-15.58%,14.31%,28.46,-3.51%,-1.04%
61,BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,USA,29944.1,25.9,205.66,-2.39%,1768702,12.0,7.2,3.22,1.89,15.69,,8.70%,7.13%,-18.05%,3.60%,-4.53%,,4.46%,7.63%,5.14%,2.29,1.48,0.42,0.42,68.37%,18.67%,12.47%,8/1/2024 8:30:00 AM,144.9,144.41,0.81%,-0.09%,88.61%,0.82%,2.51%,3.43,1056.96,-2.61%,-8.44%,-3.68%,-17.02%,-24.27%,-20.52%,4.20%,3.20%,1.65,1.67,-0.05,7.78,-8.08%,-8.74%,-10.60%,-26.27%,8.56%,33.15,-3.20%,0.83%
62,BIO,Bio-Rad Laboratories Inc.,Healthcare,Medical Devices,USA,9580.72,,335.93,-1.56%,448637,29.71,,3.74,1.06,5.91,56.02,-16.62%,15.13%,,17.80%,3.42%,,-12.24%,-17.41%,-16.61%,6.28,4.63,0.18,0.18,54.00%,13.87%,-51.73%,8/1/2024 4:30:00 PM,23.42,19.7,30.94%,-0.07%,68.73%,1.35%,7.22%,5.56,255.89,5.17%,24.39%,20.27%,2.12%,-16.80%,4.04%,4.54%,3.57%,2.38,1.75,0.94,11.51,9.49%,14.75%,9.20%,-19.83%,28.42%,68.52,-0.18%,-1.38%
63,BK,Bank Of New York Mellon Corp,Financial,Asset Management,USA,46580.03,14.6,63.12,-2.35%,6162182,10.12,1.11,1.24,1.28,,255.93,39.35%,11.87%,-0.85%,13.19%,15.58%,2.82%,0.82%,8.64%,4.61%,4.66,,0.76,1.16,,11.62%,8.80%,7/12/2024 8:30:00 AM,759.34,735.87,0.28%,-6.15%,87.25%,-0.02%,0.86%,1.71,3720.84,-3.41%,4.38%,11.52%,13.73%,39.55%,21.27%,1.90%,1.99%,1.89,1.66,1.07,1.24,-0.44%,3.76%,15.42%,-4.23%,59.15%,51.41,-1.14%,-1.22%
64,BKNG,Booking Holdings Inc,Consumer Cyclical,Travel Services,USA,112923.45,23.3,3328.13,-9.17%,801531,16.41,1.06,5.04,,6.92,15.04,15.91%,14.94%,7.12%,22.07%,18.21%,1.05%,18.26%,22573.68%,52.32%,1.17,1.17,,,97.04%,28.09%,22.46%,8/1/2024 4:30:00 PM,34.4,33.84,0.25%,-16.10%,94.10%,-2.71%,2.27%,3.25,236.49,-10.07%,-15.03%,-4.17%,-6.47%,15.36%,-6.18%,3.15%,2.22%,1.67,3.39,1.4,104.97,-14.43%,-14.13%,-5.75%,-19.69%,21.77%,23.23,0.50%,-9.62%
65,BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,USA,35504.83,18.09,35.74,-5.07%,8697155,13.32,0.49,1.31,2.28,10.66,22.03,40.14%,19.71%,33.59%,36.55%,2.77%,2.34%,5.47%,12.97%,9.29%,1.27,0.86,0.38,0.38,20.57%,11.24%,7.37%,7/25/2024 4:30:00 PM,997.71,992.1,0.13%,-5.21%,92.81%,0.64%,1.90%,3.04,6206.35,-5.07%,3.68%,11.93%,24.83%,0.51%,4.56%,3.26%,2.65%,1.54,1.4,1.38,1.03,-0.33%,4.94%,8.73%,-8.48%,26.20%,50.07,-4.77%,-0.32%
66,BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment,USA,18571.43,13.03,152.15,-4.61%,2592117,11.35,3.18,1.09,3.75,26.63,12.33,-16.20%,9.61%,46.65%,4.10%,26.74%,,13.54%,30.49%,16.10%,2.21,1.45,0.84,0.86,34.73%,12.18%,8.57%,8/6/2024 8:30:00 AM,121.86,119.65,1.97%,-1.29%,94.73%,-7.92%,2.44%,1.39,2108.49,-9.16%,13.22%,-19.39%,-15.01%,2.36%,-8.86%,4.51%,4.14%,1.73,1.23,2.07,7.57,-1.83%,0.42%,-6.78%,-29.13%,44.58%,46.43,1.89%,-6.37%
67,BLK,Blackrock Inc.,Financial,Asset Management,USA,125380.17,21.0,846.02,-2.23%,479905,18.27,1.84,6.47,3.17,13.38,31.64,10.01%,11.44%,6.55%,11.40%,6.20%,2.42%,4.82%,15.28%,14.57%,,,0.04,0.29,81.10%,38.90%,31.23%,7/15/2024 8:30:00 AM,148.5,146.6,1.08%,-8.01%,83.11%,1.02%,1.07%,2.68,586.77,-1.19%,7.21%,11.76%,7.78%,17.92%,4.22%,1.82%,1.78%,1.44,0.82,1.32,16.01,1.32%,5.46%,9.29%,-4.42%,41.91%,56.17,-1.05%,-1.20%
68,BMY,Bristol-Myers Squibb Co.,Healthcare,Drug Manufacturers - General,USA,98876.3,,48.77,1.25%,15601102,7.03,,2.13,5.81,14.86,7.64,-90.44%,866.64%,5.14%,-5.54%,16.92%,4.91%,-6.95%,-26.70%,-9.72%,1.16,1.02,2.96,3.17,56.12%,17.58%,-14.06%,7/26/2024 8:30:00 AM,2027.4,2025.89,0.07%,0.00%,82.47%,-0.74%,1.58%,2.01,15982.57,-3.33%,21.74%,11.60%,0.21%,-21.02%,-4.95%,3.31%,3.00%,2.79,0.98,0.45,1.49,11.84%,15.24%,0.97%,-23.09%,23.94%,68.11,-0.71%,1.97%
69,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,25523.33,36.83,215.97,0.47%,655878,25.49,3.12,3.99,11.24,107.97,25.33,10.29%,9.61%,8.32%,11.80%,7.98%,1.48%,8.40%,32.77%,11.73%,1.39,1.39,1.63,1.64,30.03%,16.50%,10.92%,8/6/2024 8:30:00 AM,118.1,117.38,0.68%,-6.35%,95.15%,0.24%,1.21%,2.74,515.99,1.57%,8.26%,10.56%,7.11%,29.56%,4.97%,1.88%,1.83%,2.4,1.27,1.06,3.9,4.45%,6.98%,9.75%,-0.41%,30.90%,66.63,0.50%,-0.03%
70,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,923197.16,12.64,428.36,-0.80%,4249327,22.0,0.54,2.5,1.62,4.88,29.8,10.30%,2.74%,93.53%,23.30%,8.34%,,7.10%,13.65%,10.62%,5.33,4.9,0.21,0.21,20.12%,13.94%,19.90%,8/5/2024 8:30:00 AM,1310.56,1306.16,39.39%,0.00%,40.27%,,0.72%,2.61,3617.19,-2.12%,5.57%,6.93%,10.85%,21.97%,20.10%,1.59%,1.57%,2.14,1.17,0.86,6.55,-0.46%,2.58%,9.53%,-4.65%,29.58%,50.76,-0.33%,-0.47%
71,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,28874.02,29.14,101.22,0.42%,1420825,25.27,2.65,6.37,4.79,9.68,31.69,31.17%,8.65%,20.15%,11.00%,16.22%,0.53%,6.54%,17.68%,10.22%,,,0.59,0.72,95.31%,30.26%,21.66%,7/22/2024 4:30:00 PM,284.6,235.37,17.49%,-0.48%,75.26%,-0.93%,1.72%,3.5,1157.25,2.07%,12.42%,22.17%,30.12%,43.13%,42.34%,1.95%,1.63%,2.4,1.23,0.82,1.78,6.68%,10.00%,23.91%,0.36%,51.69%,76.29,0.56%,-0.14%
72,BSX,Boston Scientific Corp.,Healthcare,Medical Devices,USA,109528.41,60.28,74.5,-0.88%,5500471,27.35,4.88,7.19,5.38,36.66,59.49,17.28%,13.32%,-2.05%,12.34%,8.10%,,5.16%,9.46%,6.15%,1.61,1.14,0.46,0.54,62.04%,16.80%,12.00%,7/24/2024 8:30:00 AM,1465.71,1463.53,0.45%,-5.46%,93.01%,0.92%,0.79%,1.94,5938.42,-0.56%,-2.12%,3.43%,14.93%,47.18%,28.87%,2.10%,2.03%,1.46,0.93,0.79,1.59,-2.60%,-2.47%,13.39%,-6.21%,54.08%,43.05,-0.83%,-0.05%
73,BWA,BorgWarner Inc,Consumer Cyclical,Auto Parts,USA,7525.52,10.63,33.04,-2.91%,3296852,7.14,0.69,0.52,1.24,5.84,10.75,9.01%,13.16%,-9.71%,15.30%,8.00%,1.58%,4.86%,11.20%,7.52%,1.62,1.26,0.56,0.64,18.41%,8.72%,4.97%,7/31/2024 8:30:00 AM,229.78,225.85,0.84%,-13.06%,99.51%,-1.25%,4.36%,3.38,2916.53,0.70%,3.61%,-7.27%,-4.18%,-23.13%,-7.84%,3.69%,2.82%,2.0,1.13,1.21,1.22,0.46%,-1.46%,-2.60%,-29.30%,11.96%,49.44,-0.33%,-2.59%
74,BX,Blackstone Inc,Financial,Asset Management,USA,161784.81,50.77,133.05,-2.90%,4695765,22.59,2.16,15.15,23.83,62.21,79.64,15.51%,29.06%,-4.02%,23.50%,16.25%,3.02%,4.86%,28.40%,10.69%,,,1.73,1.73,99.05%,45.35%,18.68%,7/18/2024 8:30:00 AM,719.36,707.24,41.84%,-0.53%,42.61%,0.80%,2.47%,5.2,3366.2,-6.30%,7.82%,11.82%,7.95%,30.96%,2.50%,2.81%,2.89%,2.39,1.39,1.51,4.08,-1.08%,4.68%,10.44%,-8.34%,51.47%,48.89,-0.95%,-1.98%
75,BXP,BXP Inc.,Real Estate,REIT - Office,USA,10512.03,62.89,66.93,-4.78%,1596148,34.36,,3.14,1.81,14.25,13.08,69.10%,-4.81%,-20.03%,,3.95%,5.89%,0.66%,2.83%,0.76%,,,2.78,2.78,35.85%,30.83%,5.01%,7/30/2024 4:30:00 PM,156.94,156.66,0.26%,-3.35%,102.69%,-3.04%,4.73%,6.1,1213.39,-5.06%,8.86%,11.42%,2.51%,-0.16%,-4.62%,4.58%,3.38%,2.45,1.32,1.19,2.49,-0.51%,5.88%,6.37%,-9.52%,32.17%,50.37,-2.59%,-2.25%
76,C,Citigroup Inc,Financial,Banks - Diversified,USA,112081.17,16.4,58.76,-7.14%,30276293,8.24,1.64,0.67,0.59,,,41.13%,25.12%,-9.56%,10.00%,12.72%,3.71%,0.34%,3.90%,1.43%,1.4,,1.35,3.0,,7.45%,4.15%,7/12/2024 8:30:00 AM,1903.11,1900.9,0.34%,0.00%,75.88%,-0.03%,1.52%,2.37,12173.98,-9.85%,-8.84%,-4.52%,4.82%,26.88%,14.23%,2.93%,2.60%,1.78,2.49,1.44,1.88,-9.83%,-6.99%,5.34%,-13.35%,53.94%,33.62,-1.53%,-5.70%
77,CAG,Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,14776.69,42.86,30.9,2.15%,3767504,11.43,21.54,1.23,1.75,190.18,9.08,-2.23%,3.55%,-13.83%,1.99%,4.96%,4.58%,1.62%,4.04%,2.16%,0.97,0.33,0.91,1.03,27.81%,16.00%,2.88%,7/11/2024 8:30:00 AM,478.17,475.46,0.57%,-0.56%,86.65%,-2.36%,3.85%,4.45,4113.51,3.21%,9.85%,0.16%,4.22%,-5.91%,7.82%,2.17%,2.18%,2.76,0.92,0.31,0.64,5.15%,5.53%,6.47%,-7.01%,22.81%,66.81,1.05%,1.09%
78,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,USA,24746.71,45.04,101.6,-1.73%,2613336,13.49,4.08,0.11,,6.66,12.32,27.10%,2.38%,4.23%,11.03%,9.00%,1.99%,1.24%,,39.37%,0.98,0.51,,,3.26%,0.98%,0.25%,8/14/2024 8:30:00 AM,251.0,242.13,0.59%,0.00%,91.92%,0.13%,2.81%,3.39,2003.28,3.30%,6.17%,-1.34%,-3.33%,9.14%,0.79%,2.71%,2.03%,2.25,1.3,0.61,2.2,5.05%,3.49%,-1.24%,-12.44%,19.37%,62.62,-2.31%,0.59%
79,CARR,Carrier Global Corp,Industrials,Building Products & Equipment,USA,57766.97,17.03,63.99,-3.13%,3556921,20.79,1.85,2.44,4.2,19.77,25.53,4.41%,7.96%,-12.91%,9.22%,3.51%,1.23%,10.14%,31.13%,13.25%,1.08,0.8,0.85,1.0,28.97%,10.23%,14.27%,7/25/2024 8:30:00 AM,902.75,842.4,6.68%,-1.17%,86.13%,-0.24%,1.54%,3.4,3823.04,-4.16%,0.84%,5.00%,15.11%,8.49%,11.38%,3.09%,3.02%,2.26,0.93,1.19,2.18,-3.47%,-1.08%,10.34%,-8.70%,40.08%,44.41,-0.85%,-2.30%
80,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,USA,156921.47,14.49,320.87,-3.21%,4245373,14.13,2.09,2.34,8.9,31.64,15.26,1.74%,5.22%,14.42%,6.92%,5.49%,1.68%,13.44%,62.86%,26.48%,1.35,0.83,1.41,2.15,35.37%,20.77%,16.79%,8/6/2024 8:30:00 AM,499.38,488.11,0.19%,-8.08%,72.99%,-1.95%,2.14%,3.5,2978.48,-8.45%,-2.95%,-4.34%,4.28%,11.58%,8.52%,3.18%,2.65%,2.6,1.43,1.1,9.75,-6.09%,-4.65%,2.16%,-16.00%,43.40%,37.69,-0.58%,-2.65%
81,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,109594.29,11.46,271.32,-0.23%,1279027,11.56,4.78,2.04,1.8,,6.72,-4.43%,8.94%,20.76%,2.40%,8.99%,1.32%,4.88%,17.06%,12.90%,0.45,,0.23,0.31,,19.40%,18.07%,7/23/2024 4:30:00 PM,405.27,401.68,0.56%,-8.89%,92.18%,-0.57%,0.86%,2.3,1503.22,0.47%,6.79%,8.42%,10.77%,32.00%,20.05%,2.05%,1.87%,2.15,0.85,0.68,5.31,3.14%,3.15%,10.99%,-2.37%,36.96%,59.18,0.40%,-0.63%
82,CBOE,Cboe Global Markets Inc.,Financial,Financial Data & Stock Exchanges,USA,20376.49,25.93,193.79,4.33%,1435464,21.42,2.94,5.44,5.07,36.08,25.92,9.38%,6.03%,13.65%,8.82%,7.60%,1.19%,9.88%,20.98%,14.14%,,,0.39,0.4,47.96%,29.23%,21.19%,8/2/2024 8:30:00 AM,105.53,104.71,0.42%,-6.93%,85.62%,-3.06%,2.66%,3.7,754.17,3.93%,13.38%,11.29%,4.90%,38.61%,8.53%,2.56%,2.17%,2.47,1.9,0.66,4.07,8.27%,10.24%,8.48%,-2.62%,41.45%,72.03,4.13%,0.19%
83,CBRE,CBRE Group Inc,Real Estate,Real Estate Services,USA,33823.74,36.95,110.38,-1.79%,1810196,19.03,3.36,1.02,4.05,32.74,42.93,23.18%,22.63%,0.36%,11.00%,8.58%,,4.09%,11.23%,7.22%,,,0.53,0.8,17.38%,3.61%,2.79%,7/25/2024 8:30:00 AM,304.89,304.24,0.71%,-3.43%,100.46%,-1.99%,2.01%,3.47,1766.21,-0.15%,26.31%,27.18%,28.07%,32.30%,18.57%,2.50%,2.43%,2.17,1.02,1.4,2.86,10.94%,19.38%,26.21%,-3.61%,70.79%,76.7,-0.84%,-0.96%
84,CCI,Crown Castle Inc,Real Estate,REIT - Specialty,USA,50066.81,42.13,115.21,2.60%,2632954,43.12,,7.58,8.87,153.58,35.38,-21.59%,-1.52%,23.06%,-7.09%,5.54%,5.44%,3.07%,18.71%,3.51%,,,4.99,5.2,45.76%,34.14%,17.98%,7/17/2024 4:30:00 PM,434.0,433.8,0.18%,-1.76%,93.53%,0.38%,1.27%,2.12,2589.91,7.15%,19.19%,19.46%,3.74%,7.67%,0.02%,2.00%,2.06%,2.67,1.02,0.85,2.29,10.63%,14.17%,11.08%,-3.59%,35.99%,83.44,1.55%,1.03%
