No.,Ticker,Company,Combined_Rank,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank
34,PGR,The Progressive Corporation,3056,112,3,11,12,4,18,2,15,17,4,8,0,5,3,9,1,86148.18,17.76,5.33,13.63,-79.1,22.94,0.28,0.9,0.41,86.7,0.57,-1.36,8.76,2379.34,0.51,Financial,Insurance - Property & Casualty,USA,121.06,140.43,1.89%,3227205,4.23,1.74,423.33,-14.20%,28.64%,13.10%,4.50%,4.40%,,,0.41,,2.40%,1.40%,1/25/2023 8:30,584.4,582.9,0.20%,-12.41%,-0.93%,1.41,3.01%,14.71%,23.18%,8.26%,2.40%,2.32%,2.6,1.36,0.025279499,-0.53%,1.75%,10.91%,-4.14%,32.05%,51.11,2.53%,-0.63%,93,295,324,103,469,75,389,436,123,226,12,142,90,233,46
35,REGN,"Regeneron Pharmaceuticals, Inc.",3020,112,3,12,10,5,17,12,18,2,2,7,5,0,2,17,0,89896.6,18.17,3.86,20.32,-46.9,8.82,0,15.7,0.12,89.5,1.15,7.94,11.38,630.33,0.22,Healthcare,Biotechnology,USA,21.44,820,2.22%,1129417,,7.38,11.61,23.80%,,15.70%,20.50%,16.60%,5.1,4.3,0.12,87.20%,38.90%,35.60%,2/3/2023 8:30,106.8,104.32,0.50%,-13.69%,-0.34%,1.9,9.68%,19.14%,22.53%,13.65%,2.23%,2.10%,2.3,1.79,0.024109756,7.66%,9.18%,18.37%,0.90%,52.41%,69.69,1.74%,0.48%,87,307,269,140,439,322,473,69,57,188,129,20,66,450,4
36,TXN,Texas Instruments Incorporated,2982,112,1,14,16,14,8,9,6,0,7,9,10,1,4,4,9,163987.77,21.27,11.17,100.85,13.8,10.97,2.76,33.7,0.6,86.7,1.79,4.48,6.39,5269.52,1.02,Technology,Semiconductors,USA,19.09,179.51,-0.43%,5345409,1.91,8.19,18.09,20.80%,10.00%,6.00%,60.90%,38.00%,4.7,3.8,0.56,68.80%,50.60%,43.50%,1/24/2023 16:30,907,904.58,0.22%,-0.77%,-1.35%,3.07,2.16%,10.39%,0.24%,8.65%,2.42%,2.21%,2.7,1.01,0.023731268,2.85%,2.16%,6.53%,-6.18%,24.26%,56.88,-0.18%,-0.25%,42,364,409,366,202,251,168,2,194,227,267,43,112,107,228
37,AIG,"American International Group, Inc.",2984,113,8,1,0,3,6,4,6,15,9,5,2,19,19,4,12,37080.95,6.43,0.89,11.49,20.2,18.6,2.7,1.9,0.69,92,0.81,-21.51,-25.25,5175.83,1.17,Financial,Insurance - Diversified,USA,3.7,47.34,0.38%,6564508,0.23,0.66,18.15,81.60%,15.98%,2.60%,23.00%,18.60%,,,0.63,,27.30%,18.20%,2/15/2023 16:30,744.82,729.88,0.34%,0.00%,-2.89%,1.15,0.21%,-7.56%,-23.46%,-25.14%,3.88%,3.34%,2.3,1.27,0.044782425,-13.20%,-19.70%,-15.86%,-27.98%,1.57%,32.15,2.80%,-2.35%,207,30,19,83,161,106,173,392,228,145,54,479,488,112,307
38,MCHP,Microchip Technology Incorporated,3039,113,6,6,14,4,0,17,10,4,1,4,16,6,3,4,18,44341.8,12.74,6.91,17.52,251.9,4.39,1.8,12.8,0,93.3,3.4,-2.18,8.87,4763.87,1.59,Technology,Semiconductors,USA,21.46,79.43,-3.49%,5487571,1.56,5.51,153.48,44.30%,13.80%,14.90%,34.10%,11.30%,1.8,1,1.04,67.10%,34.70%,25.70%,2/2/2023 16:30,549.2,538.57,2.09%,-0.21%,-2.47%,3.84,-1.59%,25.46%,7.67%,13.07%,3.45%,2.95%,2.2,1.15,0.033362709,-2.82%,-1.46%,13.11%,-9.49%,46.20%,44.85,-2.40%,-1.12%,172,171,363,122,15,436,254,104,32,122,422,166,87,120,453
39,C,Citigroup Inc.,3025,114,3,1,0,1,15,5,2,17,1,15,9,17,10,0,18,86387.7,6.4,0.46,5.59,-29.9,15.75,4.73,0.6,0,73.7,1.58,-14.43,-3.79,20022.99,1.59,Financial,Banks - Diversified,USA,6.06,43.11,-0.78%,25448115,,1.16,0.08,5.50%,-9.15%,3.90%,7.60%,8.90%,,,1.49,,59.00%,18.40%,4/14/2023 8:30,1936.8,1929.99,0.20%,-0.70%,-0.03%,1.52,-2.58%,-5.42%,-23.50%,-4.69%,3.39%,2.99%,2.5,1.27,0.039897936,-10.25%,-13.36%,-10.24%,-24.90%,7.76%,32.37,0.91%,-1.68%,92,28,4,31,400,143,53,446,31,390,228,437,266,22,454
40,GE,General Electric Company,3051,114,3,15,8,7,1,0,15,18,11,15,6,0,0,2,13,101379.59,23.81,2.75,25.95,116.3,96.07,0.35,0,0.89,71.9,1.25,10.16,41.11,8197.54,1.27,Industrials,Specialty Industrial Machinery,USA,168.27,91.37,-0.24%,6658362,3.78,1.32,4.08,16.50%,44.50%,-5.10%,-0.20%,-1.00%,1.2,0.9,0.79,25.80%,-0.30%,-0.10%,1/24/2023 8:30,1093,1078.22,0.20%,0.00%,-3.21%,1.64,1.20%,79.15%,24.96%,39.74%,2.53%,2.77%,2,0.81,0.029878516,3.43%,8.57%,41.18%,-3.76%,95.38%,60.46,0.88%,-1.11%,77,400,209,179,43,15,388,464,281,402,157,12,9,63,352
41,HIG,"The Hartford Financial Services Group, Inc.",3084,115,12,1,3,1,14,7,7,14,0,4,4,17,16,9,6,21612.65,6.86,1.58,6.5,-17.8,13.78,2.57,2.5,0,93.6,1.02,-14.36,-13.02,2219.83,0.88,Financial,Insurance - Diversified,USA,12.13,66.12,0.50%,2150608,0.95,0.97,94.38,26.30%,12.72%,5.40%,13.00%,11.50%,,,0.33,,11.00%,8.00%,2/2/2023 16:30,317.3,311.66,0.20%,-40.90%,-1.54%,1.44,0.61%,5.98%,-6.72%,-12.80%,2.84%,2.74%,2.1,0.97,0.033121597,-8.15%,-11.49%,-5.74%,-16.77%,9.90%,36.55,1.79%,-1.26%,308,36,86,40,363,185,188,376,14,118,103,436,418,243,170
42,LEN,Lennar Corporation,3103,115,10,3,2,19,8,12,11,5,3,1,15,1,1,9,15,29500.54,9.65,1.24,4836.15,10.3,8.91,1.45,10.7,0.26,98.2,2.94,6.78,14.54,2255.62,1.42,Consumer Cyclical,Residential Construction,USA,7.99,103.74,0.36%,1875907,0.34,0.99,6.17,36.00%,23.70%,21.60%,16.80%,15.30%,,,0.17,22.60%,16.60%,12.60%,3/14/2023 16:30,287.36,263.86,1.70%,-0.19%,2.20%,3.43,0.23%,33.98%,22.23%,14.63%,2.30%,2.65%,2.3,0.83,0.027183343,4.46%,3.77%,20.77%,-5.07%,65.88%,60.43,0.27%,0.09%,253,96,54,503,222,319,292,138,79,31,397,28,50,240,401
43,ACN,Accenture plc,3117,115,1,14,14,7,6,12,10,2,0,14,2,4,7,9,13,181173.76,21.64,7.46,28.65,17,9.44,1.65,15.3,0,75.4,0.82,0.28,1.15,2276.67,1.24,Technology,Information Technology Services,Ireland,24.7,272,0.13%,4123545,2.74,2.9,30.69,14.50%,9.02%,11.20%,32.40%,31.90%,1.3,1.3,0,32.00%,15.10%,11.30%,3/23/2023 8:30,658.39,657.39,0.10%,-12.23%,1.16%,2.38,8.80%,3.69%,-15.13%,1.93%,3.05%,2.42%,2.1,1.81,0.027757353,4.72%,-0.09%,-2.88%,-21.23%,12.03%,57.34,0.57%,-0.45%,36,371,370,192,176,305,268,76,10,376,57,113,190,238,339
44,PSX,Phillips 66,3074,116,7,1,3,1,0,19,2,2,7,15,12,12,14,6,15,43633.19,7.05,1.5,6.39,683.9,-12.08,4.48,15.9,0.58,73.5,2.15,-6.6,-9.31,3593.91,1.38,Energy,Oil & Gas Refining & Marketing,USA,4.09,93.73,0.20%,3718416,0.13,0.26,7.11,38.30%,30.30%,10.60%,42.40%,19.90%,1.4,1.2,0.56,11.80%,5.60%,6.50%,1/31/2023 8:30,471.86,461.58,0.20%,0.72%,-1.73%,2.76,-1.05%,13.93%,16.77%,-9.94%,3.23%,3.35%,2.3,1.03,0.037447989,-5.84%,-8.10%,-2.57%,-17.44%,26.63%,37.67,2.28%,-2.03%,177,42,79,39,1,490,61,67,188,391,318,305,367,155,394
45,BMY,Bristol-Myers Squibb Company,3096,116,1,2,11,5,12,18,4,9,13,13,2,10,13,2,1,143262.32,8.25,4.59,19.59,-5.4,1.72,3.37,6.4,1.27,79.4,0.81,-5.21,-7.7,8224.66,0.44,Healthcare,Drug Manufacturers - General,USA,22.93,67.68,1.05%,6274668,5.65,3.1,15.48,4.50%,4.06%,17.30%,19.80%,11.80%,1.2,1.1,1.13,78.20%,21.50%,13.70%,2/2/2023 8:30,2109,2097.31,0.07%,-18.10%,-0.70%,2.07,1.73%,-5.06%,-5.18%,-5.93%,1.56%,1.79%,2.4,0.76,0.018321513,-0.17%,-4.16%,-7.60%,-16.89%,3.68%,44.27,0.71%,0.33%,51,68,295,137,311,456,118,233,335,335,55,267,344,62,29
46,CB,Chubb Limited,3101,116,3,3,3,2,16,10,10,14,3,7,0,15,17,10,3,79524.4,9.28,1.53,8.06,-34.9,10.45,1.78,2.7,0.3,90.5,0.44,-10.57,-14.72,1892.99,0.67,Financial,Insurance - Property & Casualty,Switzerland,14.91,186.55,0.29%,1855102,1.05,1.84,39.53,11.60%,14.19%,6.00%,10.30%,9.00%,,,0.29,,16.70%,12.30%,1/31/2023 16:30,415.25,413.66,0.30%,-8.29%,-0.54%,0.97,-0.13%,2.79%,-11.44%,-15.44%,2.26%,2.20%,2.3,0.98,0.026266417,-6.40%,-11.49%,-7.85%,-19.37%,7.35%,33.17,1.39%,-1.08%,98,89,83,55,417,276,257,365,92,178,2,385,434,274,96
47,DHI,"D.R. Horton, Inc.",3101,116,9,4,4,8,3,17,13,1,3,8,18,1,3,7,17,33503.85,10.3,1.66,31.09,44.6,3.44,1.03,19.5,0.28,87.3,4.93,5.06,8,2873.89,1.52,Consumer Cyclical,Residential Construction,USA,6.01,96.93,0.68%,2825311,,0.99,12.93,43.20%,-9.70%,18.90%,30.50%,23.20%,,,0.18,30.90%,22.00%,16.80%,1/24/2023 8:30,344.2,302.33,0.60%,-1.78%,0.09%,5.19,-0.52%,36.62%,23.41%,8.74%,2.64%,2.72%,2.3,0.98,0.028164655,2.82%,1.37%,19.43%,-6.92%,63.59%,55.34,0.60%,0.07%,230,112,103,205,98,442,340,39,83,219,459,39,100,198,434
48,DOW,Dow Inc.,3076,116,8,4,4,1,15,1,1,7,9,17,9,14,7,4,15,37312.15,10.65,1.77,6.83,-25.1,48.31,5.41,7.4,0.74,65.6,1.59,-9.46,2.19,5199.35,1.35,Basic Materials,Chemicals,USA,8.29,51.78,0.25%,4338442,,0.66,9.6,39.60%,-2.61%,5.40%,23.80%,11.60%,1.8,1.2,0.71,15.10%,9.90%,8.00%,1/26/2023 8:30,709.3,702.78,0.10%,0.06%,-4.48%,2.14,3.52%,15.66%,-18.20%,2.76%,2.51%,2.55%,2.9,0.83,0.028775589,-4.76%,-9.03%,-0.98%,-27.94%,20.67%,37.25,1.83%,-1.55%,205,120,117,44,385,28,33,197,243,437,231,366,177,109,384
49,GILD,"Gilead Sciences, Inc.",3142,116,2,5,11,6,15,16,3,7,12,11,6,7,12,3,0,103046.4,11.08,4.73,22.23,-26.2,5.62,3.75,7.3,1.19,83,1.27,-3.08,-6.18,6194.99,0.4,Healthcare,Drug Manufacturers - General,USA,21.99,80,1.57%,4805534,8.71,3.78,16.14,-13.90%,2.52%,0.90%,22.30%,13.10%,1.3,1.2,1.08,79.30%,26.90%,16.80%,2/2/2023 16:30,1255,1234.53,0.08%,-3.95%,0.82%,2.53,3.48%,25.45%,35.94%,-6.81%,2.24%,2.01%,2.5,0.78,0.021625,0.40%,-3.19%,8.78%,-10.85%,39.95%,47.66,1.36%,0.22%,76,129,301,152,387,409,92,200,327,281,162,192,321,94,19
50,ABBV,AbbVie Inc.,3111,116,0,7,17,5,10,18,3,7,17,16,1,1,9,3,2,281558.46,14.21,16.22,19.82,2.7,0.48,3.75,8.3,3.67,70.9,0.72,3.91,-2.58,6350.69,0.55,Healthcare,Drug Manufacturers - General,USA,23.84,158.02,1.75%,4677704,,4.85,30.51,13.30%,-2.50%,15.50%,73.40%,20.50%,1,0.8,3.43,71.50%,31.20%,20.30%,2/9/2023 8:30,1771,1766.52,0.12%,-12.70%,0.10%,2,2.46%,10.50%,-0.25%,-2.22%,1.75%,1.92%,2.4,0.74,0.019301354,2.85%,4.62%,5.84%,-10.17%,17.85%,60.29,1.41%,0.34%,21,201,432,138,264,464,91,181,430,411,40,51,242,88,57
51,ADBE,Adobe Inc.,3139,116,1,14,16,6,10,7,19,1,3,10,5,0,3,7,14,169331.93,21.33,12.46,23.75,0.7,13.45,0,18.1,0.29,84.1,1.2,8.05,9.84,3008.93,1.28,Technology,Software - Infrastructure,USA,36.97,374.96,1.62%,2993355,2.65,9.41,27.78,24.50%,13.98%,19.20%,34.30%,26.70%,1.1,1.1,0.26,87.70%,33.90%,26.70%,3/15/2023 16:30,467,457.38,0.32%,-3.56%,-0.72%,1.83,4.70%,30.62%,-11.34%,11.42%,3.10%,2.73%,2.2,0.99,0.029443141,9.58%,5.64%,6.17%,-20.81%,36.48%,62,1.28%,0.33%,41,365,416,168,274,194,493,48,85,268,144,19,77,192,355
52,PG,The Procter & Gamble Company,3109,116,0,15,15,12,9,13,7,4,10,17,0,1,10,3,0,346036.19,23.17,7.96,60.26,5.6,8.48,2.49,11.9,0.8,65.5,0.61,4.76,-3.37,6843.97,0.39,Consumer Defensive,Household & Personal Products,USA,25.77,146.72,2.04%,6140738,5.09,4.31,50.49,9.50%,5.07%,4.30%,31.60%,18.90%,0.6,0.4,0.47,46.60%,21.60%,17.40%,1/19/2023 8:30,2365.9,2355.8,0.13%,-2.33%,-1.25%,2.09,2.65%,7.72%,-2.72%,-3.19%,1.52%,1.52%,2.3,0.9,0.015471647,4.56%,3.78%,3.75%,-11.02%,20.09%,67.01,1.27%,0.76%,16,393,379,315,247,331,193,119,259,438,20,41,261,79,18
53,MRO,Marathon Oil Corporation,3155,117,15,0,2,0,0,2,9,1,6,13,15,16,18,1,19,14486.21,5.01,1.24,3.85,338,26.86,1.81,19.5,0.52,79.3,2.99,-13.03,-20.12,10330.79,2.43,Energy,Oil & Gas E&P,USA,4.27,22.16,0.73%,10324256,0.18,1.79,43.37,48.30%,23.93%,11.40%,31.80%,21.80%,0.7,0.7,0.49,91.50%,48.90%,44.70%,2/15/2023 16:30,637,626.67,0.20%,-30.60%,-5.43%,1.81,4.53%,-9.88%,-13.37%,-18.14%,4.11%,4.15%,2.3,1,0.049187726,-7.76%,-13.96%,-15.34%,-33.69%,14.11%,38.77,2.93%,-2.14%,396,11,55,13,7,55,252,40,169,336,399,416,469,47,490
54,BK,The Bank of New York Mellon Corporation,3216,117,8,2,0,0,15,12,4,17,10,9,1,17,10,3,9,35647.51,7.87,0.97,2.84,-30.1,9.01,3.46,0.5,0.86,85.5,0.77,-14.99,-4.53,5886.96,1.08,Financial,Asset Management,USA,14.74,42.75,-1.13%,5972842,1.64,5.01,0.24,-0.90%,9.01%,10.20%,6.60%,4.00%,,,0.86,,48.70%,33.20%,1/13/2023 8:30,812.16,797.48,0.10%,-4.24%,-0.02%,1.05,0.40%,4.45%,-17.36%,-6.09%,2.77%,2.66%,2.2,1.01,0.035087719,-9.66%,-12.96%,-3.89%,-20.29%,18.03%,33.54,0.75%,-1.87%,216,56,25,6,401,317,114,448,271,246,46,441,277,100,252
55,SWKS,"Skyworks Solutions, Inc.",3151,117,13,4,9,6,13,6,8,3,4,13,11,3,0,10,14,18538.67,10.64,3.31,23.79,-13,15.23,2.16,13.5,0.39,78.9,1.88,1.66,25.07,1904.75,1.28,Technology,Semiconductors,USA,15.69,114.94,-1.22%,1702578,1.05,3.49,18.68,7.60%,15.00%,8.50%,22.00%,17.30%,2.8,1.7,0.3,47.60%,27.30%,22.30%,2/6/2023 16:30,159.8,158.33,0.20%,-2.78%,1.44%,1.56,0.76%,20.17%,-13.77%,26.13%,2.49%,2.57%,2.5,0.89,0.028275622,1.48%,2.42%,14.90%,-18.63%,50.92%,53.14,-0.08%,-1.14%,334,119,243,169,341,153,222,92,118,343,281,87,21,272,356
56,JNPR,"Juniper Networks, Inc.",3169,117,17,6,6,19,2,8,6,10,4,4,14,2,6,6,7,10671.65,12.73,2.36,3000,87.6,12.15,2.69,5.2,0.36,93.4,2.63,3.84,2.93,3637.7,0.94,Technology,Communication Equipment,USA,22.85,32.68,1.74%,4084483,1.43,2.01,9.79,-1.60%,15.95%,1.10%,10.90%,8.30%,1.7,1.4,0.36,55.80%,10.70%,8.90%,1/31/2023 16:30,323,320.2,1.33%,-6.08%,-0.69%,2.31,4.31%,24.12%,-6.81%,2.25%,2.52%,1.95%,2.7,1.12,0.021113831,4.86%,4.04%,9.60%,-14.32%,29.79%,62.03,1.90%,-0.16%,452,169,174,492,54,223,174,274,106,121,366,54,160,154,196
57,KHC,The Kraft Heinz Company,3171,117,6,7,0,16,0,16,2,14,4,13,13,9,11,3,3,47454.3,13.32,0.96,3000,204.4,5.21,4.19,2.6,0.41,78.3,2.24,-3.95,-4.98,6791.61,0.69,Consumer Defensive,Packaged Foods,USA,19.95,38.18,2.03%,4940666,8.89,1.79,45.63,-9.80%,2.24%,0.30%,4.80%,4.50%,0.9,0.5,0.4,31.10%,13.80%,8.90%,2/15/2023 8:30,1226,781.63,0.40%,-5.30%,2.80%,2.58,1.46%,11.44%,-0.26%,-6.21%,1.63%,1.63%,2.8,0.73,0.017286537,-0.46%,-3.25%,0.15%,-14.91%,16.65%,45.66,1.84%,0.19%,156,189,24,421,20,419,73,371,124,351,329,228,285,80,101
58,ATVI,"Activision Blizzard, Inc.",3164,117,4,13,9,8,17,13,15,9,2,11,11,0,2,3,0,66922.11,20.33,3.44,31.43,-44.3,8.01,0.56,5.9,0.19,83.1,1.96,9.5,11.2,6042.62,0.4,Communication Services,Electronic Gaming & Multimedia,USA,44,84.39,5.91%,24504900,3.74,8.89,5.5,10.10%,11.77%,1.40%,8.20%,6.30%,4.1,4.1,0.19,70.50%,22.20%,20.10%,2/6/2023 16:30,785,775.89,0.10%,-1.10%,1.10%,2.51,6.84%,9.55%,6.73%,10.24%,1.82%,1.56%,2,4.06,0.019789075,7.50%,9.76%,10.34%,3.55%,18.96%,72.18,-0.53%,6.48%,111,349,248,207,435,349,378,250,69,279,288,15,69,97,20
59,CRM,"Salesforce, Inc.",3124,117,1,14,9,7,18,2,16,18,2,13,3,0,0,2,12,192578.29,21.48,3.2,30.51,-85.9,24.23,0,0.2,0.18,79.5,0.95,15.81,45.86,9269.31,1.21,Technology,Software - Application,USA,922.62,190.06,1.40%,6102575,51.23,6.14,15.4,-20.60%,18.01%,24.40%,0.40%,0.10%,1,1,0.16,73.30%,1.70%,0.70%,3/1/2023 16:30,984,967.51,0.10%,-28.03%,-0.92%,0.99,2.82%,26.58%,-9.97%,43.34%,2.32%,2.69%,2.1,0.66,0.028096391,5.81%,12.33%,17.70%,-14.45%,50.44%,65.71,1.74%,-0.34%,33,367,235,200,472,67,416,457,67,331,88,7,6,52,326
60,LIN,Linde plc,3121,117,1,15,11,11,8,11,11,10,5,9,4,2,5,8,6,173678.15,23.34,4.25,51.89,12.4,10.27,1.48,5.3,0.45,85.8,1.1,3.87,4.89,2650.58,0.85,Basic Materials,Specialty Chemicals,United Kingdom,41.85,344.75,1.00%,1793812,4.13,5.21,31.95,7.70%,10.14%,24.00%,10.30%,6.80%,0.8,0.7,0.3,41.70%,16.10%,12.40%,2/7/2023 8:30,493.71,491.6,0.10%,-14.20%,0.59%,2.05,4.31%,25.79%,12.19%,5.69%,1.94%,2.32%,2.1,0.68,0.024017404,-0.03%,2.81%,11.33%,-4.96%,31.35%,53.81,1.54%,-0.53%,39,396,280,300,215,285,289,262,140,237,125,53,132,208,160
61,RE,"Everest Re Group, Ltd.",3184,118,15,0,3,0,18,6,9,16,4,2,4,14,6,19,2,14313.89,6.31,1.62,4.16,-56.4,14.96,1.91,1.5,0.37,96.5,1.06,-9.44,2.86,293.59,0.62,Financial,Insurance - Reinsurance,Bermuda,23.31,344.83,0.89%,306557,1.94,1.14,10.24,5.50%,12.00%,13.60%,6.80%,10.00%,,,0.37,,9.20%,4.70%,2/8/2023 16:30,39.6,38.55,0.50%,-6.75%,0.22%,1.4,3.19%,33.91%,18.16%,4.09%,2.89%,2.99%,1.9,1.04,0.034944755,-5.54%,-4.64%,11.59%,-12.70%,40.99%,43.34,1.94%,-1.03%,399,25,93,16,454,160,240,408,110,67,116,364,163,494,75
62,VLO,Valero Energy Corporation,3179,118,6,2,6,0,14,19,5,1,5,11,16,6,4,5,18,48278.61,7.89,2.08,4.4,-19.2,-30.29,3.16,18.7,0.49,82.5,3.07,-2.39,5.36,4136.78,1.65,Energy,Oil & Gas Refining & Marketing,USA,4.44,129.26,-0.86%,4361745,,0.27,9.93,42.50%,,13.40%,53.90%,34.30%,1.4,1,0.45,9.50%,8.80%,6.50%,1/26/2023 8:30,380,368.41,0.20%,-5.00%,-1.41%,2.73,2.29%,20.14%,35.32%,1.89%,3.33%,3.75%,1.9,1.05,0.039842179,-2.59%,-4.45%,5.31%,-14.05%,38.02%,45.63,1.77%,-2.58%,152,57,153,18,368,499,139,45,150,292,405,172,125,140,464
63,ACGL,Arch Capital Group Ltd.,3168,118,11,4,5,1,15,7,19,13,2,6,8,8,5,10,4,25651.18,9.83,2,6.82,-27.3,13.31,0,3.1,0.23,90.7,1.55,-3.41,4.25,2076.52,0.74,Financial,Insurance - Diversified,Bermuda,17.35,66.05,0.69%,1661765,0.99,2.7,30,22.00%,17.60%,11.60%,12.30%,8.90%,,,0.23,,14.80%,15.10%,2/13/2023 16:30,365.87,358.48,0.90%,-3.32%,-0.11%,2.68,4.59%,50.35%,41.74%,5.21%,2.84%,2.77%,1.8,0.8,0.031339894,-2.75%,0.27%,21.88%,-8.62%,60.90%,48.51,1.77%,-1.07%,279,102,144,43,391,199,479,347,76,172,223,208,141,253,111
64,TSN,"Tyson Foods, Inc.",3162,118,12,4,1,16,9,2,4,8,5,9,12,13,12,7,4,20288.82,10.43,1.03,3000,6.9,26.42,3.36,6.7,0.43,86.3,2.14,-8.5,-6.09,3196.6,0.75,Consumer Defensive,Farm Products,USA,8.48,57.06,1.75%,3172856,1.13,0.38,31.02,13.20%,7.50%,6.80%,12.50%,12.50%,1.8,0.7,0.4,10.50%,6.40%,4.50%,2/6/2023 8:30,356,282.91,1.20%,-0.27%,-0.77%,1.9,-2.53%,-19.65%,-33.44%,-8.34%,2.12%,1.96%,2.8,0.99,0.021731511,-2.34%,-7.00%,-18.84%,-42.68%,2.25%,37.76,1.87%,-0.12%,318,115,30,420,242,57,121,223,134,232,316,344,315,181,114
65,NI,NiSource Inc.,3193,118,17,9,4,3,4,14,3,13,15,3,8,9,10,5,1,11231.52,15.9,1.82,12.82,33.2,7.82,3.74,3,1.88,94.6,1.55,-4.12,-2.9,3885.42,0.46,Utilities,Utilities - Regulated Gas,USA,15.77,26.75,2.96%,2651366,2.36,1.92,275.28,14.10%,6.70%,3.70%,13.00%,6.30%,0.6,0.4,1.58,63.90%,21.60%,12.80%,2/22/2023 8:30,409.5,404.59,0.38%,-0.31%,-2.45%,1.62,-2.62%,-6.53%,-11.57%,-2.44%,2.95%,2.67%,1.8,0.68,0.026168224,-2.14%,-2.11%,-3.80%,-17.91%,12.49%,45.62,2.88%,0.08%,444,243,121,95,124,355,93,352,385,95,220,232,254,145,35
66,DHR,Danaher Corporation,3136,118,1,14,10,7,8,11,15,6,4,12,0,6,11,8,5,185559.19,22.41,3.74,28.33,13.7,10.44,0.44,8.6,0.41,81,0.57,-1.72,-4.91,2551.98,0.8,Healthcare,Diagnostics & Research,USA,25.68,248.17,0.50%,2994528,7.75,5.9,30.95,25.70%,3.31%,15.20%,15.60%,11.20%,1.9,1.5,0.39,60.20%,27.60%,22.60%,1/24/2023 8:30,729,648.17,0.20%,-3.31%,-0.21%,1.46,2.14%,-6.85%,-13.24%,-6.50%,1.82%,2.17%,2,1.17,0.023129307,0.78%,-3.50%,-6.06%,-18.32%,6.19%,48.78,1.24%,-0.73%,35,377,263,190,204,278,384,175,122,311,13,152,283,216,133
67,ELV,"Elevance Health, Inc.",3203,119,2,6,8,4,10,8,12,9,8,5,0,11,15,15,6,109692.37,12.34,3,18.23,0.3,12.9,1.3,5.9,0.66,92.8,0.58,-6.05,-10.6,1115.26,0.85,Healthcare,Healthcare Plans,USA,18.42,456.69,2.33%,1668234,1.44,0.7,14.85,19.40%,12.78%,11.70%,16.70%,11.40%,,,0.62,,5.50%,3.80%,1/25/2023 8:30,238.5,236.46,0.10%,-0.95%,0.08%,1.24,-1.40%,-1.34%,-1.19%,-10.97%,2.93%,2.22%,1.8,1.5,0.024524294,-1.86%,-4.35%,-6.23%,-16.89%,3.79%,42.41,2.48%,-0.15%,71,155,224,125,276,205,311,251,217,133,14,291,390,386,154
68,GD,General Dynamics Corporation,3206,119,4,9,9,7,9,5,8,8,7,9,2,8,15,14,5,61869.27,15.12,3.3,29.24,5.5,15.86,2.36,6.6,0.58,86.7,0.91,-3.4,-10.59,1193.91,0.84,Industrials,Aerospace & Defense,USA,18.33,223.5,1.54%,1370613,1.97,1.57,49.81,4.10%,9.30%,4.90%,18.90%,12.20%,1.4,1,0.51,16.80%,10.70%,8.60%,1/25/2023 8:30,273.99,273.28,0.50%,-1.96%,-0.92%,2.09,2.45%,-2.01%,-6.75%,-9.92%,1.32%,1.76%,2.1,1.15,0.019060403,-0.40%,-2.74%,-3.97%,-12.99%,7.75%,47.13,1.54%,0.00%,121,228,240,196,249,142,204,225,186,228,76,206,388,369,148
